task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run3,bigbluebutton,68,0.8088,0.8871,0.8462,results/s92actl_extracts/terra/run3/bigbluebutton.json,77b13974a07d5398
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run3,jabref,19,0.9474,1.0000,0.9730,results/s92actl_extracts/terra/run3/jabref.json,56e237769fef77d3
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,mediastore,49,,,,model-doc/aalinker/gpt-5.4_full/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,teastore,677,,,,model-doc/aalinker/gpt-5.4_full/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,teammates,8017,,,,model-doc/aalinker/gpt-5.4_full/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,bigbluebutton,1374,,,,model-doc/aalinker/gpt-5.4_full/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,jabref,8264,,,,model-doc/aalinker/gpt-5.4_full/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,mediastore,48,,,,model-doc/aalinker/gpt-5.4_full/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,teastore,677,,,,model-doc/aalinker/gpt-5.4_full/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,teammates,6946,,,,model-doc/aalinker/gpt-5.4_full/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,bigbluebutton,1426,,,,model-doc/aalinker/gpt-5.4_full/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,jabref,8246,,,,model-doc/aalinker/gpt-5.4_full/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,mediastore,48,,,,model-doc/aalinker/gpt-5.4_full/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,teastore,677,,,,model-doc/aalinker/gpt-5.4_full/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,teammates,7321,,,,model-doc/aalinker/gpt-5.4_full/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,bigbluebutton,1402,,,,model-doc/aalinker/gpt-5.4_full/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,jabref,8246,,,,model-doc/aalinker/gpt-5.4_full/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,mediastore,55,,,,model-doc/aalinker/sonnet_full/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,teastore,709,,,,model-doc/aalinker/sonnet_full/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,teammates,6531,,,,model-doc/aalinker/sonnet_full/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,bigbluebutton,1365,,,,model-doc/aalinker/sonnet_full/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,jabref,8272,,,,model-doc/aalinker/sonnet_full/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,mediastore,44,,,,model-doc/aalinker/sonnet_full/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,teastore,715,,,,model-doc/aalinker/sonnet_full/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,teammates,6420,,,,model-doc/aalinker/sonnet_full/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,bigbluebutton,1201,,,,model-doc/aalinker/sonnet_full/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,jabref,8522,,,,model-doc/aalinker/sonnet_full/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,mediastore,55,,,,model-doc/aalinker/sonnet_full/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,teastore,711,,,,model-doc/aalinker/sonnet_full/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,teammates,6465,,,,model-doc/aalinker/sonnet_full/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,bigbluebutton,1226,,,,model-doc/aalinker/sonnet_full/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,jabref,8272,,,,model-doc/aalinker/sonnet_full/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run1,mediastore,61,,,,model-doc/aalinker/luna_s110/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run1,teastore,713,,,,model-doc/aalinker/luna_s110/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run1,teammates,9256,,,,model-doc/aalinker/luna_s110/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run1,bigbluebutton,1902,,,,model-doc/aalinker/luna_s110/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run1,jabref,9512,,,,model-doc/aalinker/luna_s110/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run2,mediastore,61,,,,model-doc/aalinker/luna_s110/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run2,teastore,679,,,,model-doc/aalinker/luna_s110/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run2,teammates,9683,,,,model-doc/aalinker/luna_s110/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run2,bigbluebutton,1912,,,,model-doc/aalinker/luna_s110/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run2,jabref,9262,,,,model-doc/aalinker/luna_s110/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run3,mediastore,61,,,,model-doc/aalinker/luna_s110/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run3,teastore,715,,,,model-doc/aalinker/luna_s110/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run3,teammates,10161,,,,model-doc/aalinker/luna_s110/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run3,bigbluebutton,1822,,,,model-doc/aalinker/luna_s110/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s110,gpt-5.6-luna,full,run3,jabref,9512,,,,model-doc/aalinker/luna_s110/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run1,mediastore,61,,,,model-doc/aalinker/terra_s110/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run1,teastore,677,,,,model-doc/aalinker/terra_s110/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run1,teammates,6408,,,,model-doc/aalinker/terra_s110/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run1,bigbluebutton,1787,,,,model-doc/aalinker/terra_s110/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run1,jabref,8272,,,,model-doc/aalinker/terra_s110/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run2,mediastore,61,,,,model-doc/aalinker/terra_s110/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run2,teastore,677,,,,model-doc/aalinker/terra_s110/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run2,teammates,7753,,,,model-doc/aalinker/terra_s110/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run2,bigbluebutton,1825,,,,model-doc/aalinker/terra_s110/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run2,jabref,8272,,,,model-doc/aalinker/terra_s110/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run3,mediastore,61,,,,model-doc/aalinker/terra_s110/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run3,teastore,677,,,,model-doc/aalinker/terra_s110/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run3,teammates,7687,,,,model-doc/aalinker/terra_s110/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run3,bigbluebutton,1807,,,,model-doc/aalinker/terra_s110/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s110,gpt-5.6-terra,full,run3,jabref,8272,,,,model-doc/aalinker/terra_s110/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,mediastore,49,,,,model-doc/aalinker/gpt-5.4_s21/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,teastore,658,,,,model-doc/aalinker/gpt-5.4_s21/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,teammates,6037,,,,model-doc/aalinker/gpt-5.4_s21/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,bigbluebutton,1404,,,,model-doc/aalinker/gpt-5.4_s21/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,jabref,8272,,,,model-doc/aalinker/gpt-5.4_s21/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,mediastore,47,,,,model-doc/aalinker/gpt-5.4_s21/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,teastore,658,,,,model-doc/aalinker/gpt-5.4_s21/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,teammates,6610,,,,model-doc/aalinker/gpt-5.4_s21/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,bigbluebutton,1436,,,,model-doc/aalinker/gpt-5.4_s21/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,jabref,8272,,,,model-doc/aalinker/gpt-5.4_s21/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,mediastore,49,,,,model-doc/aalinker/gpt-5.4_s21/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,teastore,658,,,,model-doc/aalinker/gpt-5.4_s21/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,teammates,6745,,,,model-doc/aalinker/gpt-5.4_s21/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,bigbluebutton,1327,,,,model-doc/aalinker/gpt-5.4_s21/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,jabref,8272,,,,model-doc/aalinker/gpt-5.4_s21/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,mediastore,50,,,,model-doc/aalinker/sonnet_s21/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,teastore,712,,,,model-doc/aalinker/sonnet_s21/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,teammates,6349,,,,model-doc/aalinker/sonnet_s21/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,bigbluebutton,1378,,,,model-doc/aalinker/sonnet_s21/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,jabref,8290,,,,model-doc/aalinker/sonnet_s21/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,mediastore,47,,,,model-doc/aalinker/sonnet_s21/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,teastore,688,,,,model-doc/aalinker/sonnet_s21/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,teammates,6278,,,,model-doc/aalinker/sonnet_s21/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,bigbluebutton,1386,,,,model-doc/aalinker/sonnet_s21/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,jabref,8290,,,,model-doc/aalinker/sonnet_s21/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,mediastore,48,,,,model-doc/aalinker/sonnet_s21/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,teastore,713,,,,model-doc/aalinker/sonnet_s21/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,teammates,6096,,,,model-doc/aalinker/sonnet_s21/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,bigbluebutton,1072,,,,model-doc/aalinker/sonnet_s21/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,jabref,8272,,,,model-doc/aalinker/sonnet_s21/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run1,mediastore,61,,,,model-doc/aalinker/luna_s92a/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run1,teastore,681,,,,model-doc/aalinker/luna_s92a/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run1,teammates,10355,,,,model-doc/aalinker/luna_s92a/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run1,bigbluebutton,2198,,,,model-doc/aalinker/luna_s92a/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run1,jabref,8290,,,,model-doc/aalinker/luna_s92a/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run2,mediastore,61,,,,model-doc/aalinker/luna_s92a/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run2,teastore,711,,,,model-doc/aalinker/luna_s92a/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run2,teammates,10137,,,,model-doc/aalinker/luna_s92a/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run2,bigbluebutton,2060,,,,model-doc/aalinker/luna_s92a/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run2,jabref,9262,,,,model-doc/aalinker/luna_s92a/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run3,mediastore,60,,,,model-doc/aalinker/luna_s92a/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run3,teastore,709,,,,model-doc/aalinker/luna_s92a/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run3,teammates,8513,,,,model-doc/aalinker/luna_s92a/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run3,bigbluebutton,1999,,,,model-doc/aalinker/luna_s92a/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s92a,gpt-5.6-luna,full,run3,jabref,9262,,,,model-doc/aalinker/luna_s92a/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run1,mediastore,61,,,,model-doc/aalinker/terra_s92a/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run1,teastore,707,,,,model-doc/aalinker/terra_s92a/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run1,teammates,6636,,,,model-doc/aalinker/terra_s92a/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run1,bigbluebutton,1793,,,,model-doc/aalinker/terra_s92a/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run1,jabref,8290,,,,model-doc/aalinker/terra_s92a/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run2,mediastore,61,,,,model-doc/aalinker/terra_s92a/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run2,teastore,707,,,,model-doc/aalinker/terra_s92a/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run2,teammates,7623,,,,model-doc/aalinker/terra_s92a/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run2,bigbluebutton,1807,,,,model-doc/aalinker/terra_s92a/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run2,jabref,8290,,,,model-doc/aalinker/terra_s92a/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run3,mediastore,61,,,,model-doc/aalinker/terra_s92a/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run3,teastore,707,,,,model-doc/aalinker/terra_s92a/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run3,teammates,6627,,,,model-doc/aalinker/terra_s92a/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run3,bigbluebutton,1758,,,,model-doc/aalinker/terra_s92a/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s92a,gpt-5.6-terra,full,run3,jabref,8290,,,,model-doc/aalinker/terra_s92a/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run1,mediastore,61,,,,model-doc/aalinker/luna_s92actl/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run1,teastore,679,,,,model-doc/aalinker/luna_s92actl/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run1,teammates,9747,,,,model-doc/aalinker/luna_s92actl/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run1,bigbluebutton,2163,,,,model-doc/aalinker/luna_s92actl/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run1,jabref,9262,,,,model-doc/aalinker/luna_s92actl/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run2,mediastore,61,,,,model-doc/aalinker/luna_s92actl/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run2,teastore,711,,,,model-doc/aalinker/luna_s92actl/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run2,teammates,7457,,,,model-doc/aalinker/luna_s92actl/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run2,bigbluebutton,2171,,,,model-doc/aalinker/luna_s92actl/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run2,jabref,9262,,,,model-doc/aalinker/luna_s92actl/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run3,mediastore,61,,,,model-doc/aalinker/luna_s92actl/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run3,teastore,715,,,,model-doc/aalinker/luna_s92actl/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run3,teammates,8318,,,,model-doc/aalinker/luna_s92actl/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run3,bigbluebutton,1982,,,,model-doc/aalinker/luna_s92actl/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s92actl,gpt-5.6-luna,full,run3,jabref,9262,,,,model-doc/aalinker/luna_s92actl/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run1,mediastore,61,,,,model-doc/aalinker/terra_s92actl/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run1,teastore,707,,,,model-doc/aalinker/terra_s92actl/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run1,teammates,6423,,,,model-doc/aalinker/terra_s92actl/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run1,bigbluebutton,1831,,,,model-doc/aalinker/terra_s92actl/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run1,jabref,8272,,,,model-doc/aalinker/terra_s92actl/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run2,mediastore,61,,,,model-doc/aalinker/terra_s92actl/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run2,teastore,677,,,,model-doc/aalinker/terra_s92actl/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run2,teammates,6335,,,,model-doc/aalinker/terra_s92actl/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run2,bigbluebutton,1834,,,,model-doc/aalinker/terra_s92actl/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run2,jabref,8272,,,,model-doc/aalinker/terra_s92actl/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run3,mediastore,61,,,,model-doc/aalinker/terra_s92actl/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run3,teastore,707,,,,model-doc/aalinker/terra_s92actl/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run3,teammates,6106,,,,model-doc/aalinker/terra_s92actl/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s92actl,gpt-5.6-terra,full,run3,bigbluebutton,1827,,,,model-doc/aalinker/terra_s92actl/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
