sentence,component,tier,terra,claude,compview,structural,consistency,verbatim,text
99,kubelet,silver,0,1,0,0,0.33,1,"The components on a node include the kubelet, a container runtime, and the kube-proxy."
100,kube-apiserver,refers,0,0,0,0,0.33,0,There are two main ways to have Nodes added to the API server:
101,kubelet,gold,1,1,1,0,1.00,1,The kubelet on a node self-registers to the control plane
103,kube-apiserver,silver,1,0,0,0,1.00,0,"After you create a Node object, or the kubelet on a node self-registers, the control plane checks whether the new Node object is valid."
103,kubelet,refers,0,0,0,0,0.33,1,"After you create a Node object, or the kubelet on a node self-registers, the control plane checks whether the new Node object is valid."
105,kube-apiserver,silver,1,0,0,0,0.67,0,Kubernetes creates a Node object internally (the representation).
106,kube-apiserver,silver,1,0,0,0,1.00,0,Kubernetes checks that a kubelet has registered to the API server that matches the metadata.name field of the Node.
106,kubelet,gold,1,1,0,0,1.00,1,Kubernetes checks that a kubelet has registered to the API server that matches the metadata.name field of the Node.
107,kube-controller-manager,silver,1,0,0,0,0.67,0,"If the node is healthy (i.e. all necessary services are running), then it is eligible to run a Pod."
107,kube-scheduler,silver,1,0,0,0,0.67,0,"If the node is healthy (i.e. all necessary services are running), then it is eligible to run a Pod."
107,kubelet,silver,0,1,0,0,0.00,0,"If the node is healthy (i.e. all necessary services are running), then it is eligible to run a Pod."
108,kube-controller-manager,silver,1,0,0,0,1.00,0,"Otherwise, that node is ignored for any cluster activity until it becomes healthy."
108,kubelet,silver,0,1,0,0,0.00,0,"Otherwise, that node is ignored for any cluster activity until it becomes healthy."
109,kube-controller-manager,silver,1,0,0,0,1.00,0,Kubernetes keeps the object for the invalid Node and continues checking to see whether it becomes healthy.
109,kubelet,silver,0,1,0,0,0.00,0,Kubernetes keeps the object for the invalid Node and continues checking to see whether it becomes healthy.
110,kube-controller-manager,silver,1,0,0,0,1.00,0,"You, or a controller, must explicitly delete the Node object to stop that health checking."
110,kubelet,silver,0,1,0,0,0.00,0,"You, or a controller, must explicitly delete the Node object to stop that health checking."
117,kube-apiserver,refers,0,0,0,0,0.33,0,"If the Node needs to be replaced or updated significantly, the existing Node object needs to be removed from API server first and re-added after the update."
118,kube-apiserver,refers,0,0,0,0,0.33,0,"When the kubelet flag --register-node is true (the default), the kubelet will attempt to register itself with the API server."
118,kubelet,gold,1,1,1,0,1.00,1,"When the kubelet flag --register-node is true (the default), the kubelet will attempt to register itself with the API server."
119,kubelet,gold,1,1,1,0,0.67,0,"This is the preferred pattern, used by most distros."
120,kubelet,gold,1,1,1,0,1.00,1,"For self-registration, the kubelet is started with the following options:"
121,kube-apiserver,refers,0,0,0,0,0.33,0,--kubeconfig - Path to credentials to authenticate itself to the API server.
121,kubelet,gold_plus_only,1,0,1,0,1.00,0,--kubeconfig - Path to credentials to authenticate itself to the API server.
122,kubelet,gold_plus_only,1,0,1,0,1.00,0,--cloud-provider - How to talk to a cloud provider to read metadata about itself.
123,kube-apiserver,refers,0,0,0,0,0.33,0,--register-node - Automatically register with the API server.
123,kubelet,gold_plus_only,1,0,1,0,1.00,0,--register-node - Automatically register with the API server.
124,kubelet,gold_plus_only,1,0,1,0,1.00,0,--register-with-taints - Register the node with the given list of taints (comma separated =:).
125,kubelet,gold_plus_only,1,0,1,0,1.00,0,No-op if register-node is false.
126,kubelet,gold,1,1,1,0,1.00,0,--node-ip - Optional comma-separated list of the IP addresses for the node.
127,kubelet,gold,1,1,1,0,1.00,0,You can only specify a single address for each address family.
128,kubelet,gold,1,1,1,0,1.00,1,"For example, in a single-stack IPv4 cluster, you set this value to be the IPv4 address that the kubelet should use for the node."
129,kubelet,silver,0,1,0,0,0.00,0,See configure IPv4/IPv6 dual stack for details of running a dual-stack cluster.
130,kubelet,gold,1,1,1,0,1.00,1,"If you don't provide this argument, the kubelet uses the node's default IPv4 address, if any; if the node has no IPv4 addresses then the kubelet uses the node's default IPv6 address."
131,kube-apiserver,refers,0,0,0,0,0.00,0,--node-labels - Labels to add when registering the node in the cluster (see label restrictions enforced by the NodeRestriction admission plugin).
131,kubelet,gold,1,1,1,0,1.00,0,--node-labels - Labels to add when registering the node in the cluster (see label restrictions enforced by the NodeRestriction admission plugin).
132,kube-apiserver,refers,0,0,0,0,0.00,0,--node-status-update-frequency - Specifies how often kubelet posts its node status to the API server.
132,kubelet,gold,1,1,1,0,1.00,1,--node-status-update-frequency - Specifies how often kubelet posts its node status to the API server.
133,kube-apiserver,silver,1,0,0,0,1.00,0,"When the Node authorization mode and NodeRestriction admission plugin are enabled, kubelets are only authorized to create/modify their own Node resource."
133,kubelet,gold_plus_only,0,1,1,0,0.33,1,"When the Node authorization mode and NodeRestriction admission plugin are enabled, kubelets are only authorized to create/modify their own Node resource."
134,kube-apiserver,refers,0,0,0,0,0.00,0,"As mentioned in the Node name uniqueness section, when Node configuration needs to be updated, it is a good practice to re-register the node with the API server."
134,kubelet,gold,1,1,1,0,0.67,0,"As mentioned in the Node name uniqueness section, when Node configuration needs to be updated, it is a good practice to re-register the node with the API server."
135,kube-apiserver,refers,0,0,0,0,0.00,0,"For example, if the kubelet is being restarted with a new set of --node-labels, but the same Node name is used, the change will not take effect, as labels are only set (or modified) upon Node registration with the API server."
135,kubelet,gold,1,1,1,0,1.00,1,"For example, if the kubelet is being restarted with a new set of --node-labels, but the same Node name is used, the change will not take effect, as labels are only set (or modified) upon Node registration with the API server."
136,kubelet,gold,1,1,1,0,1.00,1,Pods already scheduled on the Node may misbehave or cause issues if the Node configuration will be changed on kubelet restart.
137,kube-scheduler,gold,1,1,0,0,1.00,0,"For example, an already running Pod may be tainted against the new labels assigned to the Node, while other Pods, that are incompatible with that Pod will be scheduled based on this new label."
137,kubelet,gold_plus_only,1,0,1,0,0.67,0,"For example, an already running Pod may be tainted against the new labels assigned to the Node, while other Pods, that are incompatible with that Pod will be scheduled based on this new label."
138,kube-scheduler,gold,1,1,0,0,1.00,0,Node re-registration ensures all Pods will be drained and properly re-scheduled.
138,kubelet,gold,1,1,1,0,1.00,0,Node re-registration ensures all Pods will be drained and properly re-scheduled.
140,kubelet,gold,1,1,1,0,1.00,1,"When you want to create Node objects manually, set the kubelet flag --register-node=false."
141,kubelet,refers,0,0,0,0,0.33,0,You can modify Node objects regardless of the setting of --register-node.
145,kube-scheduler,silver,1,0,0,0,1.00,0,You can use labels on Nodes in conjunction with node selectors on Pods to control scheduling.
146,kube-scheduler,silver,1,0,0,0,1.00,0,"For example, you can constrain a Pod to only be eligible to run on a subset of the available nodes."
147,kube-scheduler,gold,1,1,1,0,1.00,0,Marking a node as unschedulable prevents the scheduler from placing new pods onto that Node but does not affect existing Pods on the Node.
148,kube-scheduler,silver,0,1,0,0,0.33,0,This is useful as a preparatory step before a node reboot or other maintenance.
149,kube-scheduler,silver,0,1,0,0,0.33,0,"To mark a Node unschedulable, run:"
151,kube-controller-manager,silver,1,0,0,0,0.67,0,Pods that are part of a daemonset tolerate being run on an unschedulable Node.
154,kubelet,silver,1,0,0,0,0.67,0,Capacity and Allocatable
157,kubelet,silver,0,1,0,0,0.33,0,"Heartbeats, sent by Kubernetes nodes, help your cluster determine the availability of each node, and to take action when failures are detected."
158,kubelet,silver,0,1,0,0,0.33,0,For nodes there are two forms of heartbeats:
159,kubelet,silver,0,1,0,0,0.33,0,Updates to the .status of a Node.
160,kubelet,silver,0,1,0,0,0.33,0,Lease objects within the kube-node-lease namespace.
161,kubelet,silver,0,1,0,0,0.00,0,Each Node has an associated Lease object.
162,kube-controller-manager,gold,1,1,1,0,1.00,0,The node controller is a Kubernetes control plane component that manages various aspects of nodes.
163,kube-controller-manager,gold,1,1,1,0,1.00,0,The node controller has multiple roles in a node's life.
164,kube-controller-manager,gold,1,1,1,0,1.00,0,The first is assigning a CIDR block to the node when it is registered (if CIDR assignment is turned on).
165,kube-controller-manager,gold,1,1,1,0,1.00,0,The second is keeping the node controller's internal list of nodes up to date with the cloud provider's list of available machines.
166,kube-controller-manager,gold,1,1,1,0,1.00,0,"When running in a cloud environment and whenever a node is unhealthy, the node controller asks the cloud provider if the VM for that node is still available."
167,kube-controller-manager,gold,1,1,1,0,1.00,0,"If not, the node controller deletes the node from its list of nodes."
168,kube-controller-manager,gold,1,1,1,0,1.00,0,The third is monitoring the nodes' health.
169,kube-controller-manager,gold,1,1,1,0,1.00,0,The node controller is responsible for:
170,kube-controller-manager,gold,1,1,1,0,1.00,0,"In the case that a node becomes unreachable, updating the Ready condition in the Node's .status field."
171,kube-controller-manager,gold,1,1,1,0,1.00,0,In this case the node controller sets the Ready condition to Unknown.
172,kube-controller-manager,gold,1,1,1,0,1.00,0,If a node remains unreachable: triggering API-initiated eviction for all of the Pods on the unreachable node.
173,kube-controller-manager,gold,1,1,1,0,1.00,0,"By default, the node controller waits 5 minutes between marking the node as Unknown and submitting the first eviction request."
174,kube-controller-manager,gold,1,1,1,0,1.00,0,"By default, the node controller checks the state of each node every 5 seconds."
175,kube-controller-manager,gold,1,1,1,0,1.00,1,This period can be configured using the --node-monitor-period flag on the kube-controller-manager component.
176,kube-controller-manager,gold,1,1,1,0,1.00,0,"In most cases, the node controller limits the eviction rate to --node-eviction-rate (default 0.1) per second, meaning it won't evict pods from more than 1 node per 10 seconds."
177,kube-controller-manager,gold,1,1,1,0,1.00,0,The node eviction behavior changes when a node in a given availability zone becomes unhealthy.
178,kube-controller-manager,gold,1,1,1,0,1.00,0,The node controller checks what percentage of nodes in the zone are unhealthy (the Ready condition is Unknown or False) at the same time:
179,kube-controller-manager,gold,1,1,1,0,1.00,0,"If the fraction of unhealthy nodes is at least --unhealthy-zone-threshold (default 0.55), then the eviction rate is reduced."
180,kube-controller-manager,gold,1,1,1,0,1.00,0,"If the cluster is small (i.e. has less than or equal to --large-cluster-size-threshold nodes - default 50), then evictions are stopped."
181,kube-controller-manager,gold,1,1,1,0,1.00,0,"Otherwise, the eviction rate is reduced to --secondary-node-eviction-rate (default 0.01) per second."
182,kube-controller-manager,gold,1,1,1,0,1.00,0,The reason these policies are implemented per availability zone is because one availability zone might become partitioned from the control plane while the others remain connected.
183,kube-controller-manager,gold,1,1,1,0,1.00,0,"If your cluster does not span multiple cloud provider availability zones, then the eviction mechanism does not take per-zone unavailability into account."
184,kube-controller-manager,vote_only,0,0,1,0,0.33,0,A key reason for spreading your nodes across availability zones is so that the workload can be shifted to healthy zones when one entire zone goes down.
185,kube-controller-manager,gold,1,1,1,0,1.00,0,"Therefore, if all nodes in a zone are unhealthy, then the node controller evicts at the normal rate of --node-eviction-rate."
186,kube-controller-manager,gold,1,1,1,0,1.00,0,The corner case is when all zones are completely unhealthy (none of the nodes in the cluster are healthy).
187,kube-controller-manager,gold,1,1,1,0,1.00,0,"In such a case, the node controller assumes that there is some problem with connectivity between the control plane and the nodes, and doesn't perform any evictions."
188,kube-controller-manager,gold,1,1,1,0,1.00,0,"(If there has been an outage and some nodes reappear, the node controller does evict pods from the remaining nodes that are unhealthy or unreachable)."
189,kube-controller-manager,gold,1,1,1,0,1.00,0,"The node controller is also responsible for evicting pods running on nodes with NoExecute taints, unless those pods tolerate that taint."
190,kube-controller-manager,gold,1,1,1,0,1.00,0,The node controller also adds taints corresponding to node problems like node unreachable or not ready.
191,kube-controller-manager,gold_plus_only,1,0,1,0,0.67,0,This means that the scheduler won't place Pods onto unhealthy nodes.
191,kube-scheduler,gold,1,1,1,0,1.00,0,This means that the scheduler won't place Pods onto unhealthy nodes.
193,kubelet,gold,1,1,0,0,1.00,0,Nodes that self register report their capacity during registration.
195,kube-scheduler,gold,1,1,1,0,1.00,0,The Kubernetes scheduler ensures that there are enough resources for all the Pods on a Node.
196,kube-scheduler,gold,1,1,1,0,1.00,0,The scheduler checks that the sum of the requests of containers on the node is no greater than the node's capacity.
197,container-runtime,refers,0,0,0,0,0.33,1,"That sum of requests includes all containers managed by the kubelet, but excludes any containers started directly by the container runtime, and also excludes any processes running outside of the kubelet's control."
197,kube-scheduler,gold,1,1,0,0,1.00,0,"That sum of requests includes all containers managed by the kubelet, but excludes any containers started directly by the container runtime, and also excludes any processes running outside of the kubelet's control."
197,kubelet,refers,0,0,1,0,0.33,1,"That sum of requests includes all containers managed by the kubelet, but excludes any containers started directly by the container runtime, and also excludes any processes running outside of the kubelet's control."
198,kubelet,silver,0,1,0,0,0.00,0,"If you want to explicitly reserve resources for non-Pod processes, see reserve resources for system daemons."
199,kubelet,gold,1,1,1,0,1.00,1,"If you have enabled the TopologyManager feature gate, then the kubelet can use topology hints when making resource assignment decisions."
200,kubelet,silver,0,1,0,0,0.00,0,See Control Topology Management Policies on a Node for more information.
205,kubelet,silver,0,1,0,0,0.00,0,Graceful/non-graceful node shutdown.
210,kube-apiserver,refers,0,0,0,0,0.00,0,This document catalogs the communication paths between the API server and the Kubernetes cluster.
212,kube-apiserver,silver,0,1,0,0,0.33,0,"Kubernetes has a ""hub-and-spoke"" API pattern."
213,kube-apiserver,gold,1,1,1,0,1.00,0,All API usage from nodes (or the pods they run) terminates at the API server.
214,cloud-controller-manager,silver,1,0,0,0,1.00,0,None of the other control plane components are designed to expose remote services.
214,etcd,silver,1,0,0,0,1.00,0,None of the other control plane components are designed to expose remote services.
214,kube-apiserver,vote_only,0,0,1,0,0.00,0,None of the other control plane components are designed to expose remote services.
214,kube-controller-manager,silver,1,0,0,0,1.00,0,None of the other control plane components are designed to expose remote services.
214,kube-scheduler,silver,1,0,0,0,1.00,0,None of the other control plane components are designed to expose remote services.
215,kube-apiserver,gold,1,1,1,0,1.00,0,The API server is configured to listen for remote connections on a secure HTTPS port (typically 443) with one or more forms of client authentication enabled.
216,kube-apiserver,gold,1,1,1,0,1.00,0,"One or more forms of authorization should be enabled, especially if anonymous requests or service account tokens are allowed."
217,kube-apiserver,refers,0,0,0,0,0.00,0,Nodes should be provisioned with the public root certificate for the cluster such that they can connect securely to the API server along with valid client credentials.
217,kubelet,silver,0,1,0,0,0.00,0,Nodes should be provisioned with the public root certificate for the cluster such that they can connect securely to the API server along with valid client credentials.
218,kubelet,gold,1,1,1,0,1.00,1,A good approach is that the client credentials provided to the kubelet are in the form of a client certificate.
219,kubelet,silver,0,1,0,0,0.33,1,See kubelet TLS bootstrapping for automated provisioning of kubelet client certificates.
220,kube-apiserver,silver,0,1,0,0,0.33,0,Pods that wish to connect to the API server can do so securely by leveraging a service account so that Kubernetes will automatically inject the public root certificate and a valid bearer token into the pod when it is instantiated.
221,kube-apiserver,gold,1,1,0,0,1.00,0,The kubernetes service (in default namespace) is configured with a virtual IP address that is redirected (via kube-proxy) to the HTTPS endpoint on the API server.
221,kube-proxy,gold,1,1,1,0,1.00,1,The kubernetes service (in default namespace) is configured with a virtual IP address that is redirected (via kube-proxy) to the HTTPS endpoint on the API server.
222,kube-apiserver,gold,1,1,1,0,1.00,0,The control plane components also communicate with the API server over the secure port.
223,kube-apiserver,vote_only,0,0,1,0,0.33,0,"As a result, the default operating mode for connections from the nodes and pod running on the nodes to the control plane is secured by default and can run over untrusted and/or public networks."
224,kube-apiserver,gold,1,1,1,0,1.00,0,There are two primary communication paths from the control plane (the API server) to the nodes.
225,kube-apiserver,gold,1,1,1,0,1.00,0,The first is from the API server to the kubelet process which runs on each node in the cluster.
225,kubelet,gold,1,1,1,0,1.00,1,The first is from the API server to the kubelet process which runs on each node in the cluster.
226,kube-apiserver,gold,1,1,1,0,1.00,0,"The second is from the API server to any node, pod, or service through the API server's _proxy_ functionality."
227,kube-apiserver,gold,1,1,1,0,1.00,0,The connections from the API server to the kubelet are used for:
227,kubelet,gold,1,1,1,0,1.00,1,The connections from the API server to the kubelet are used for:
228,kube-apiserver,gold,1,1,1,0,1.00,0,Fetching logs for pods.
228,kubelet,gold,1,1,1,0,1.00,0,Fetching logs for pods.
229,kube-apiserver,gold,1,1,1,0,1.00,0,Attaching (usually through kubectl) to running pods.
229,kubelet,gold,1,1,1,0,1.00,0,Attaching (usually through kubectl) to running pods.
230,kube-apiserver,gold_plus_only,0,1,1,0,0.33,0,Providing the kubelet's port-forwarding functionality.
230,kubelet,gold,1,1,1,0,1.00,1,Providing the kubelet's port-forwarding functionality.
231,kube-apiserver,gold,1,1,1,0,1.00,0,These connections terminate at the kubelet's HTTPS endpoint.
231,kubelet,gold,1,1,1,0,1.00,1,These connections terminate at the kubelet's HTTPS endpoint.
232,kube-apiserver,gold,1,1,1,0,1.00,0,"By default, the API server does not verify the kubelet's serving certificate, which makes the connection subject to man-in-the-middle attacks and unsafe to run over untrusted and/or public networks."
232,kubelet,silver,0,1,0,0,0.33,1,"By default, the API server does not verify the kubelet's serving certificate, which makes the connection subject to man-in-the-middle attacks and unsafe to run over untrusted and/or public networks."
233,kube-apiserver,gold,1,1,1,0,1.00,0,"To verify this connection, use the --kubelet-certificate-authority flag to provide the API server with a root certificate bundle to use to verify the kubelet's serving certificate."
233,kubelet,silver,0,1,0,0,0.33,1,"To verify this connection, use the --kubelet-certificate-authority flag to provide the API server with a root certificate bundle to use to verify the kubelet's serving certificate."
234,kube-apiserver,gold,1,1,1,0,0.67,0,"If that is not possible, use SSH tunneling between the API server and kubelet if required to avoid connecting over an untrusted or public network."
234,kubelet,gold,1,1,0,0,0.67,1,"If that is not possible, use SSH tunneling between the API server and kubelet if required to avoid connecting over an untrusted or public network."
235,kubelet,gold,1,1,1,0,1.00,1,"Finally, Kubelet authentication and/or authorization should be enabled to secure the kubelet API."
236,kube-apiserver,gold,1,1,1,0,1.00,0,"The connections from the API server to a node, pod, or service default to plain HTTP connections and are therefore neither authenticated nor encrypted."
237,kube-apiserver,gold,1,1,1,0,1.00,0,"They can be run over a secure HTTPS connection by prefixing https: to the node, pod, or service name in the API URL, but they will not validate the certificate provided by the HTTPS endpoint nor provide client credentials."
238,kube-apiserver,gold,1,1,1,0,1.00,0,"So while the connection will be encrypted, it will not provide any guarantees of integrity."
239,kube-apiserver,gold,1,1,1,0,1.00,0,These connections are not currently safe to run over untrusted or public networks.
241,kube-apiserver,gold,1,1,1,0,1.00,0,"In this configuration, the API server initiates an SSH tunnel to each node in the cluster (connecting to the SSH server listening on port 22) and passes all traffic destined for a kubelet, node, pod, or service through the tunnel."
241,kubelet,refers,0,0,0,0,0.00,1,"In this configuration, the API server initiates an SSH tunnel to each node in the cluster (connecting to the SSH server listening on port 22) and passes all traffic destined for a kubelet, node, pod, or service through the tunnel."
242,kube-apiserver,gold,1,1,1,0,1.00,0,This tunnel ensures that the traffic is not exposed outside of the network in which the nodes are running.
243,kube-apiserver,silver,0,1,0,0,0.33,0,"SSH tunnels are currently deprecated, so you shouldn't opt to use them unless you know what you are doing."
246,cloud-controller-manager,silver,0,1,0,0,0.00,0,The Konnectivity service consists of two parts: the Konnectivity server in the control plane network and the Konnectivity agents in the nodes network.
265,kube-apiserver,refers,0,0,0,0,0.33,0,"The controller might carry the action out itself; more commonly, in Kubernetes, a controller will send messages to the API server that have useful side effects."
267,kube-controller-manager,gold_plus_only,1,0,1,0,1.00,0,"Some built-in controllers, such as the namespace controller, act on objects that do not have a spec."
269,kube-controller-manager,gold_plus_only,1,0,1,0,1.00,0,The job controller is an example of a Kubernetes built-in controller.
270,kube-apiserver,silver,1,0,0,0,0.67,0,Built-in controllers manage state by interacting with the cluster API server.
270,kube-controller-manager,gold,1,1,1,0,1.00,0,Built-in controllers manage state by interacting with the cluster API server.
272,kubelet,gold,1,1,1,0,1.00,1,"(Once scheduled, Pod objects become part of the desired state for a kubelet)."
273,kube-controller-manager,gold,1,1,1,0,1.00,0,"When the Job controller sees a new task it makes sure that, somewhere in your cluster, the kubelets on a set of Nodes are running the right number of Pods to get the work done."
273,kubelet,gold,1,1,1,0,0.67,1,"When the Job controller sees a new task it makes sure that, somewhere in your cluster, the kubelets on a set of Nodes are running the right number of Pods to get the work done."
274,kube-controller-manager,gold,1,1,1,0,1.00,0,The Job controller does not run any Pods or containers itself.
275,kube-apiserver,refers,0,0,0,0,0.33,0,"Instead, the Job controller tells the API server to create or remove Pods."
275,kube-controller-manager,gold,1,1,1,0,1.00,0,"Instead, the Job controller tells the API server to create or remove Pods."
276,kube-scheduler,silver,1,0,0,0,1.00,0,"Other components in the control plane act on the new information (there are new Pods to schedule and run), and eventually the work is done."
276,kubelet,silver,1,0,0,0,0.67,0,"Other components in the control plane act on the new information (there are new Pods to schedule and run), and eventually the work is done."
277,kube-controller-manager,gold,1,1,0,0,0.67,0,"After you create a new Job, the desired state is for that Job to be completed."
278,kube-controller-manager,gold,1,1,1,0,1.00,0,"The Job controller makes the current state for that Job be nearer to your desired state: creating Pods that do the work you wanted for that Job, so that the Job is closer to completion."
279,kube-controller-manager,gold_plus_only,1,0,1,0,0.67,0,Controllers also update the objects that configure them.
280,kube-controller-manager,gold,1,1,1,0,1.00,0,"For example: once the work is done for a Job, the Job controller updates that Job object to mark it Finished."
281,kube-controller-manager,silver,0,1,0,0,0.00,0,(This is a bit like how some thermostats turn a light off to indicate that your room is now at the temperature you set).
284,kube-apiserver,refers,0,0,0,0,0.00,0,"Controllers that interact with external state find their desired state from the API server, then communicate directly with an external system to bring the current state closer in line."
